ID		2		6		Ae_Gae_2		Ae_Gae_3		All1_Gae_2		All1_Gae_3
BnaA06g24700D		215		134		118		98		166		261
BnaA06g24690D		30		9		32		20		16		41
BnaA06g24680D		223		439		251		144		326		544
BnaA06g24670D		34		52		27		22		15		41
BnaA06g24660D		2		5		2		2		3		3
BnaA06g24650D		424		326		216		145		196		305
BnaA06g24640D		21		23		27		12		40		47
BnaA06g24630D		0		0		0		0		0		0
BnaA06g24620D		47		32		20		16		33		51
BnaA06g24610D		0		0		6		10		2		0
BnaA06g24600D		70		2		39		38		65		82
BnaA06g24590D		32		22		15		4		18		20
BnaA06g24580D		0		0		0		0		0		0
BnaA06g24570D		463		623		368		369		253		371
BnaA06g24560D		11		11		8		9		12		13
BnaA06g24550D		236		174		201		142		134		137
BnaA06g24540D		5		12		7		5		1		4
BnaA06g24530D		272		244		123		99		61		71
BnaA06g24520D		117		140		84		61		51		60
BnaA06g24510D		1		3		17		16		5		10
BnaA06g24500D		0		0		0		0		0		0
BnaA06g24490D		7		0		1		3		1		6
BnaA06g24480D		2		0		1		0		0		0
BnaA06g24470D		9		8		3		3		6		2
BnaA06g24460D		2		2		5		0		1		1
BnaA06g24450D		9		1		3		5		4		8
BnaA06g24440D		36		43		40		36		34		37
BnaA06g24430D		77		98		35		28		40		29
BnaA06g24420D		37		26		25		13		25		19
BnaA06g24410D		147		172		26		36		104		79
BnaA06g24400D		0		1		2		8		0		3
BnaA06g24390D		218		23		56		29		170		206
BnaA06g24380D		0		0		0		0		0		0
BnaA06g24370D		1		0		0		0		0		0
BnaA06g24360D		296		357		261		156		202		272
BnaA06g24350D		79		161		69		57		41		43
BnaA06g24340D		72		109		43		35		52		50
BnaA06g24330D		90		21		29		12		62		101
BnaA06g24320D		62		14		16		8		20		40
BnaA06g24310D		60		51		44		47		31		51
BnaA06g24300D		745		1559		895		737		1252		1315
BnaA06g24290D		7		4		2		4		4		9
BnaA06g24280D		29		64		14		22		43		39
BnaA06g24270D		1		1		1		0		2		1
BnaA06g24260D		2		0		0		0		0		1
BnaA06g24250D		4		2		1		0		5		2
BnaA06g24240D		0		0		0		0		0		0
BnaA06g24230D		15		18		9		9		9		10
BnaA06g24220D		19		21		17		11		14		23
BnaA06g24210D		206		294		146		108		139		151
BnaA06g24200D		5		3		6		0		16		17
BnaA06g24190D		110		173		266		217		229		242
BnaA06g24180D		49		35		19		11		19		25
BnaA06g24170D		92		69		38		33		77		94
BnaA06g24160D		0		0		0		0		0		0
BnaA06g24150D		701		402		388		301		334		365
BnaA06g24140D		28		85		8		4		9		10
BnaA06g24130D		2		2		4		5		3		2
BnaA06g24120D		16		9		6		4		10		5
BnaA06g24110D		5		5		1		3		1		2
BnaA06g24100D		19		7		7		10		13		12
BnaA06g24090D		6		27		4		6		2		7
BnaA06g24080D		0		0		0		0		0		0
BnaA06g24070D		0		0		0		0		0		0
BnaA06g24060D		0		0		0		0		0		0
BnaA06g24050D		0		23		20		3		1		0
BnaA06g24040D		27		44		53		26		44		48
BnaA06g24030D		0		0		0		0		0		0
BnaA06g24020D		9		3		3		5		5		7
BnaA06g24010D		3		7		6		10		7		6
BnaA06g24000D		0		0		7		3		0		0
BnaA06g23990D		4		2		1		3		15		16
BnaA06g23980D		0		0		0		0		0		0
BnaA06g23970D		0		1		0		0		0		1
BnaA06g23960D		24		12		45		28		31		55
BnaA06g23950D		9		8		18		8		4		2
BnaA06g23940D		6		13		22		18		4		6
BnaA06g23930D		0		0		0		0		0		0
BnaA06g23920D		0		0		0		0		0		0
BnaA06g23910D		0		0		0		0		0		0
BnaA06g23900D		20		13		6		8		8		15
BnaA06g23890D		28		20		22		21		13		22
BnaA06g23880D		4		0		6		5		2		3
BnaA06g23870D		608		721		517		358		374		438
BnaA06g23860D		0		0		0		0		0		0
BnaA06g23850D		33		28		20		18		17		17
BnaA06g23840D		3		16		4		0		4		3
BnaA06g23830D		0		62		25		18		2		1
BnaA06g23820D		13		68		13		6		4		6
BnaA06g23810D		18		27		32		23		21		27
BnaA06g23800D		406		259		61		66		87		91
BnaA06g23790D		17		19		9		3		9		15
BnaA06g23780D		6		3		10		9		7		11
BnaA06g23770D		35		41		63		42		46		46
BnaA06g23760D		35		36		48		36		54		39
BnaA06g23750D		0		0		1		1		2		0
BnaA06g23740D		1		6		5		6		3		4
BnaA06g23730D		25		133		134		137		39		53
BnaA06g23720D		6		25		1		1		1		1
BnaA06g23710D		0		2		1		0		0		1
BnaA06g23700D		671		409		184		161		258		347
BnaA06g23690D		0		0		0		0		0		0
BnaA06g23680D		9		18		13		22		14		20
BnaA06g23670D		0		0		0		0		0		0
BnaA06g23660D		1		1		1		0		2		1
BnaA06g23650D		0		0		0		0		0		0
BnaA06g23640D		91		122		211		154		99		149
BnaA06g23630D		3		0		1		0		0		3
BnaA06g23620D		1		0		0		0		0		1
BnaA06g23610D		0		0		1		3		1		0
BnaA06g23600D		30		48		9		8		16		20
BnaC08g10950D		0		0		0		0		0		0
BnaC08g10960D		0		1		2		0		2		2
BnaC08g10970D		0		0		0		0		0		0
BnaC08g10980D		0		0		0		0		0		0
BnaC08g10990D		0		0		0		0		0		0
BnaC08g11000D		0		0		0		0		0		0
BnaC08g11010D		0		0		0		0		0		0
BnaC08g11020D		0		0		0		0		0		0
BnaC08g11030D		0		2		1		0		0		0
BnaC08g11040D		4		4		1		2		2		0
BnaC08g11050D		0		0		0		0		0		0
BnaC08g11060D		438		301		149		115		150		158
BnaC08g11070D		7		31		18		20		7		8
BnaC08g11080D		252		233		232		189		156		193
BnaC08g11090D		0		0		0		0		0		0
BnaC08g11100D		11		18		5		1		7		3
BnaC08g11110D		471		539		376		490		529		655
BnaC08g11120D		159		85		169		133		119		205
BnaC08g11130D		30		29		64		55		50		68
BnaC08g11140D		58		80		71		48		76		68
BnaC08g11150D		0		3		0		0		0		0
BnaC08g11160D		62		76		124		97		94		126
BnaC08g11170D		0		0		0		0		0		0
BnaC08g11180D		5		4		0		2		1		0
BnaC08g11190D		2		0		1		1		0		0
BnaC08g11200D		0		0		0		0		0		0
BnaC08g11210D		0		0		0		0		0		0
BnaC08g11220D		0		0		0		0		0		0
BnaC08g11230D		0		0		0		0		0		0
BnaC08g11240D		3		0		0		0		0		0
BnaC08g11250D		0		1		0		1		0		0
BnaC08g11260D		0		0		0		0		0		0
BnaC08g11270D		6		2		5		2		2		4
BnaC08g11280D		1		0		0		0		0		0
BnaC08g11290D		0		8		1		2		1		1
BnaC08g11300D		7		6		1		2		2		1
BnaC08g11310D		0		1		0		0		0		0
BnaC08g11320D		72		108		62		48		55		70
BnaC08g11330D		0		0		0		0		0		0
BnaC08g11340D		0		1		0		0		0		0
BnaC08g11350D		0		0		1		1		0		0
BnaC08g11360D		13		8		4		4		9		9
BnaC08g11370D		0		0		0		0		0		0
BnaC08g11380D		0		0		0		0		0		0
BnaC08g11390D		0		3		0		1		1		2
BnaC08g11400D		234		99		150		116		149		145
BnaC08g11410D		362		378		239		204		308		323
BnaC08g11420D		0		0		0		0		0		0
BnaC08g11430D		41		27		44		31		39		29
BnaC08g11440D		218		354		274		227		266		298
BnaC08g11450D		34		27		14		11		14		17
BnaC08g11460D		1		1		1		1		2		2
BnaC08g11470D		0		0		0		0		0		0
BnaC08g11480D		0		0		0		0		0		0
BnaC08g11490D		0		0		0		0		0		0
BnaC08g11500D		20		17		14		9		15		20
BnaC08g11510D		1		0		0		1		0		1
BnaC08g11520D		0		0		0		0		0		0
BnaC08g11530D		0		0		0		0		0		0
BnaC08g11540D		0		0		0		0		0		0
BnaC08g11550D		36		29		8		4		14		12
BnaC08g11560D		0		0		0		0		0		0
BnaC08g11570D		0		0		0		0		0		0
BnaC08g11580D		0		0		0		0		0		0
BnaC08g11590D		0		0		0		0		0		0
BnaC08g11600D		0		2		3		3		0		1
BnaC08g11610D		0		0		0		0		0		0
BnaC08g11620D		108		116		45		41		51		54
BnaC08g11630D		0		2		0		0		2		2
BnaC08g11640D		0		1		0		0		0		0
BnaC08g11650D		179		266		132		183		412		433
BnaC08g11660D		17		9		13		20		17		12
BnaC08g11670D		107		85		98		54		93		139
BnaC08g11680D		201		10		91		104		132		131
